traffic_record_id,state,road_type,lane_count,speed_limit_kmph,has_signal,enforcement_level,blackspot_score,season,day_of_week,hour_of_day,lighting,weather,is_peak,vehicle_count_per_hr,avg_speed_kmph,peak,traffic_data_quality_flag,signal_status,green_duration_s,red_duration_s,yellow_duration_s,cycle_time_s,violations_count,signal_data_quality_flag,accident_occurred,month,day,week_of_year,is_weekend,is_night,speed_ratio,traffic_density,signal_efficiency
1525,Telangana,highway,4,106,0,high,0.006,monsoon,1,16,Day,Rain,0,888.0,82.8,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,1,27,0,0,0.781132075471698,222.0,0.4195804195804196
1526,Telangana,highway,4,106,0,high,0.006,monsoon,1,17,Day,Rain,0,1081.0,71.8,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,1,27,0,0,0.6773584905660377,270.25,0.4195804195804196
1527,Telangana,highway,4,106,0,high,0.006,monsoon,1,18,Day,Clear,1,3231.0,67.8,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,1,27,0,0,0.6396226415094339,807.75,0.4195804195804196
1528,Telangana,highway,4,106,0,high,0.006,monsoon,1,19,Dusk/Dawn,Clear,1,1373.0,82.8,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,1,27,0,0,0.781132075471698,343.25,0.4195804195804196
1529,Telangana,highway,4,106,0,high,0.006,monsoon,1,20,Night,Thunderstorm,1,693.0,94.1,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,1,27,0,1,0.8877358490566037,173.25,0.4195804195804196
1530,Telangana,highway,4,106,0,high,0.006,monsoon,1,21,Night,Clear,1,6122.0,53.0,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,1,27,0,1,0.5,1530.5,0.4195804195804196
1531,Telangana,highway,4,106,0,high,0.006,monsoon,1,22,Night,Rain,1,1717.0,77.6,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,1,27,0,1,0.7320754716981132,429.25,0.4195804195804196
1532,Telangana,highway,4,106,0,high,0.006,monsoon,1,23,Night,Rain,0,1108.0,77.6,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,1,27,0,1,0.7320754716981132,277.0,0.4195804195804196
1533,Telangana,highway,4,106,0,high,0.006,monsoon,2,0,Night,Rain,0,1901.0,74.7,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,2,27,0,1,0.7047169811320755,475.25,0.4195804195804196
1534,Telangana,highway,4,106,0,high,0.006,monsoon,2,1,Night,Rain,0,2370.0,74.0,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,2,27,0,1,0.6981132075471698,592.5,0.4195804195804196
1535,Telangana,highway,4,106,0,high,0.006,monsoon,2,2,Night,Thunderstorm,0,2183.0,80.2,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,2,27,0,1,0.7566037735849057,545.75,0.4195804195804196
1536,Telangana,highway,4,106,0,high,0.006,monsoon,2,3,Night,Clear,0,2488.0,69.1,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,2,27,0,1,0.6518867924528301,622.0,0.4195804195804196
1537,Telangana,highway,4,106,0,high,0.006,monsoon,2,4,Night,Clear,0,1083.0,86.8,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,2,27,0,1,0.8188679245283018,270.75,0.4195804195804196
1538,Telangana,highway,4,106,0,high,0.006,monsoon,2,5,Dusk/Dawn,Clear,0,1389.0,72.0,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,2,27,0,1,0.6792452830188679,347.25,0.4195804195804196
1539,Telangana,highway,4,106,0,high,0.006,monsoon,2,6,Day,Rain,1,1531.0,68.3,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,2,27,0,0,0.6443396226415095,382.75,0.4195804195804196
1540,Telangana,highway,4,106,0,high,0.006,monsoon,2,7,Day,Rain,1,3379.0,59.4,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,2,27,0,0,0.560377358490566,844.75,0.4195804195804196
1541,Telangana,highway,4,106,0,high,0.006,monsoon,2,8,Day,Clear,1,3845.0,53.5,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,2,27,0,0,0.5047169811320755,961.25,0.4195804195804196
1542,Telangana,highway,4,106,0,high,0.006,monsoon,2,9,Day,Rain,1,2411.0,67.3,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,2,27,0,0,0.6349056603773585,602.75,0.4195804195804196
1543,Telangana,highway,4,106,0,high,0.006,monsoon,2,10,Day,Rain,0,2357.0,56.0,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,2,27,0,0,0.5283018867924528,589.25,0.4195804195804196
1544,Telangana,highway,4,106,0,high,0.006,monsoon,2,11,Day,Rain,0,2036.0,52.9,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,2,27,0,0,0.4990566037735849,509.0,0.4195804195804196
1545,Telangana,highway,4,106,0,high,0.006,monsoon,2,12,Day,Thunderstorm,0,714.0,84.9,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,2,27,0,0,0.8009433962264152,178.5,0.4195804195804196
1546,Telangana,highway,4,106,0,high,0.006,monsoon,2,13,Day,Clear,0,1161.0,77.5,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,2,27,0,0,0.7311320754716981,290.25,0.4195804195804196
1547,Telangana,highway,4,106,0,high,0.006,monsoon,2,14,Day,Rain,0,1662.0,76.2,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,2,27,0,0,0.718867924528302,415.5,0.4195804195804196
1548,Telangana,highway,4,106,0,high,0.006,monsoon,2,15,Day,Rain,0,922.0,72.0,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,2,27,0,0,0.6792452830188679,230.5,0.4195804195804196
1549,Telangana,highway,4,106,0,high,0.006,monsoon,2,16,Day,Rain,0,874.0,75.8,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,2,27,0,0,0.7150943396226415,218.5,0.4195804195804196
1550,Telangana,highway,4,106,0,high,0.006,monsoon,2,17,Day,Rain,0,2018.0,23.6,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,2,27,0,0,0.22264150943396227,504.5,0.4195804195804196
1551,Telangana,highway,4,106,0,high,0.006,monsoon,2,18,Day,Rain,1,3601.0,57.7,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,2,27,0,0,0.5443396226415095,900.25,0.4195804195804196
1552,Telangana,highway,4,106,0,high,0.006,monsoon,2,19,Dusk/Dawn,Rain,1,1261.0,61.2,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,2,27,0,0,0.5773584905660377,315.25,0.4195804195804196
1553,Telangana,highway,4,106,0,high,0.006,monsoon,2,20,Night,Clear,1,2066.0,75.2,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,2,27,0,1,0.709433962264151,516.5,0.4195804195804196
1554,Telangana,highway,4,106,0,high,0.006,monsoon,2,21,Night,Rain,1,4447.0,52.9,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,2,27,0,1,0.4990566037735849,1111.75,0.4195804195804196
1555,Telangana,highway,4,106,0,high,0.006,monsoon,2,22,Night,Thunderstorm,1,2676.0,72.0,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,2,27,0,1,0.6792452830188679,669.0,0.4195804195804196
1556,Telangana,highway,4,106,0,high,0.006,monsoon,2,23,Night,Thunderstorm,0,1949.0,76.5,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,2,27,0,1,0.7216981132075472,487.25,0.4195804195804196
1557,Telangana,highway,4,106,0,high,0.006,monsoon,3,0,Night,Clear,0,3366.0,65.1,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,3,27,0,1,0.6141509433962263,841.5,0.4195804195804196
1558,Telangana,highway,4,106,0,high,0.006,monsoon,3,1,Night,Clear,0,1943.0,88.5,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,3,27,0,1,0.8349056603773585,485.75,0.4195804195804196
1559,Telangana,highway,4,106,0,high,0.006,monsoon,3,2,Night,Clear,0,1772.0,73.7,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,3,27,0,1,0.6952830188679245,443.0,0.4195804195804196
1560,Telangana,highway,4,106,0,high,0.006,monsoon,3,3,Night,Rain,0,3273.0,67.7,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,3,27,0,1,0.6386792452830189,818.25,0.4195804195804196
1561,Telangana,highway,4,106,0,high,0.006,monsoon,3,4,Night,Rain,0,2712.0,66.6,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,3,27,0,1,0.6283018867924528,678.0,0.4195804195804196
1562,Telangana,highway,4,106,0,high,0.006,monsoon,3,5,Dusk/Dawn,Clear,0,2325.0,66.5,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,3,27,0,1,0.6273584905660378,581.25,0.4195804195804196
1563,Telangana,highway,4,106,0,high,0.006,monsoon,3,6,Day,Rain,1,2140.0,60.0,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,3,27,0,0,0.5660377358490566,535.0,0.4195804195804196
1564,Telangana,highway,4,106,0,high,0.006,monsoon,3,7,Day,Rain,1,4046.0,65.7,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,3,27,0,0,0.619811320754717,1011.5,0.4195804195804196
1565,Telangana,highway,4,106,0,high,0.006,monsoon,3,8,Day,Rain,1,4596.0,50.0,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,3,27,0,0,0.4716981132075472,1149.0,0.4195804195804196
1566,Telangana,highway,4,106,0,high,0.006,monsoon,3,9,Day,Rain,1,1249.0,61.8,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,3,27,0,0,0.5830188679245283,312.25,0.4195804195804196
1567,Telangana,highway,4,106,0,high,0.006,monsoon,3,10,Day,Rain,0,2946.0,61.2,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,3,27,0,0,0.5773584905660377,736.5,0.4195804195804196
1568,Telangana,highway,4,106,0,high,0.006,monsoon,3,11,Day,Rain,0,2682.0,49.0,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,3,27,0,0,0.46226415094339623,670.5,0.4195804195804196
1569,Telangana,highway,4,106,0,high,0.006,monsoon,3,12,Day,Clear,0,3229.0,71.2,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,3,27,0,0,0.6716981132075472,807.25,0.4195804195804196
1570,Telangana,highway,4,106,0,high,0.006,monsoon,3,13,Day,Rain,0,971.0,23.6,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,3,27,0,0,0.22264150943396227,242.75,0.4195804195804196
1571,Telangana,highway,4,106,0,high,0.006,monsoon,3,14,Day,Rain,0,3364.0,59.7,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,3,27,0,0,0.5632075471698114,841.0,0.4195804195804196
1572,Telangana,highway,4,106,0,high,0.006,monsoon,3,15,Day,Rain,0,1009.0,73.5,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,3,27,0,0,0.6933962264150944,252.25,0.4195804195804196
1573,Telangana,highway,4,106,0,high,0.006,monsoon,3,16,Day,Rain,0,854.0,75.8,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,3,27,0,0,0.7150943396226415,213.5,0.4195804195804196
1574,Telangana,highway,4,106,0,high,0.006,monsoon,3,17,Day,Rain,0,2545.0,55.3,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,3,27,0,0,0.5216981132075471,636.25,0.4195804195804196
1575,Telangana,highway,4,106,0,high,0.006,monsoon,3,18,Day,Clear,1,2053.0,67.9,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,3,27,0,0,0.6405660377358491,513.25,0.4195804195804196
1576,Telangana,highway,4,106,0,high,0.006,monsoon,3,19,Dusk/Dawn,Rain,1,4174.0,47.5,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,3,27,0,0,0.4481132075471698,1043.5,0.4195804195804196
1577,Telangana,highway,4,106,0,high,0.006,monsoon,3,20,Night,Clear,1,4703.0,68.7,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,3,27,0,1,0.6481132075471698,1175.75,0.4195804195804196
1578,Telangana,highway,4,106,0,high,0.006,monsoon,3,21,Night,Clear,1,4765.0,62.3,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,3,27,0,1,0.5877358490566037,1191.25,0.4195804195804196
1579,Telangana,highway,4,106,0,high,0.006,monsoon,3,22,Night,Rain,1,1825.0,68.0,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,3,27,0,1,0.6415094339622641,456.25,0.4195804195804196
1580,Telangana,highway,4,106,0,high,0.006,monsoon,3,23,Night,Thunderstorm,0,1511.0,82.7,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,3,27,0,1,0.780188679245283,377.75,0.4195804195804196
1581,Telangana,highway,4,106,0,high,0.006,monsoon,4,0,Night,Clear,0,3434.0,68.5,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,1,0.6462264150943396,858.5,0.4195804195804196
1582,Telangana,highway,4,106,0,high,0.006,monsoon,4,1,Night,Rain,0,1877.0,80.9,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,1,0.7632075471698114,469.25,0.4195804195804196
1583,Telangana,highway,4,106,0,high,0.006,monsoon,4,2,Night,Rain,0,447.0,86.7,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,1,0.8179245283018868,111.75,0.4195804195804196
1584,Telangana,highway,4,106,0,high,0.006,monsoon,4,3,Night,Clear,0,2730.0,72.8,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,1,0.6867924528301886,682.5,0.4195804195804196
1585,Telangana,highway,4,106,0,high,0.006,monsoon,4,4,Night,Rain,0,2634.0,68.7,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,1,0.6481132075471698,658.5,0.4195804195804196
1586,Telangana,highway,4,106,0,high,0.006,monsoon,4,5,Dusk/Dawn,Rain,0,732.0,71.5,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,1,0.6745283018867925,183.0,0.4195804195804196
1587,Telangana,highway,4,106,0,high,0.006,monsoon,4,6,Day,Rain,1,2528.0,54.2,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,0,0.5113207547169811,632.0,0.4195804195804196
1588,Telangana,highway,4,106,0,high,0.006,monsoon,4,7,Day,Clear,1,2603.0,68.2,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,0,0.6433962264150944,650.75,0.4195804195804196
1589,Telangana,highway,4,106,0,high,0.006,monsoon,4,8,Day,Rain,1,5131.0,54.6,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,0,0.5150943396226415,1282.75,0.4195804195804196
1590,Telangana,highway,4,106,0,high,0.006,monsoon,4,9,Day,Rain,1,2592.0,60.3,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,0,0.5688679245283018,648.0,0.4195804195804196
1591,Telangana,highway,4,106,0,high,0.006,monsoon,4,10,Day,Rain,0,1543.0,66.1,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,0,0.6235849056603773,385.75,0.4195804195804196
1592,Telangana,highway,4,106,0,high,0.006,monsoon,4,11,Day,Clear,0,2582.0,70.4,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,0,0.6641509433962265,645.5,0.4195804195804196
1593,Telangana,highway,4,106,0,high,0.006,monsoon,4,12,Day,Rain,0,1198.0,67.9,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,1,7,4,27,0,0,0.6405660377358491,299.5,0.4195804195804196
1594,Telangana,highway,4,106,0,high,0.006,monsoon,4,13,Day,Clear,0,1978.0,66.8,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,0,0.630188679245283,494.5,0.4195804195804196
1595,Telangana,highway,4,106,0,high,0.006,monsoon,4,14,Day,Rain,0,2642.0,58.2,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,0,0.5490566037735849,660.5,0.4195804195804196
1596,Telangana,highway,4,106,0,high,0.006,monsoon,4,15,Day,Clear,0,4362.0,63.1,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,0,0.5952830188679246,1090.5,0.4195804195804196
1597,Telangana,highway,4,106,0,high,0.006,monsoon,4,16,Day,Thunderstorm,0,2276.0,73.7,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,0,0.6952830188679245,569.0,0.4195804195804196
1598,Telangana,highway,4,106,0,high,0.006,monsoon,4,17,Day,Rain,0,2169.0,23.6,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,0,0.22264150943396227,542.25,0.4195804195804196
1599,Telangana,highway,4,106,0,high,0.006,monsoon,4,18,Day,Clear,1,2946.0,72.7,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,0,0.6858490566037736,736.5,0.4195804195804196
1600,Telangana,highway,4,106,0,high,0.006,monsoon,4,19,Dusk/Dawn,Clear,1,2684.0,71.0,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,0,0.6698113207547169,671.0,0.4195804195804196
1601,Telangana,highway,4,106,0,high,0.006,monsoon,4,20,Night,Clear,1,2735.0,76.9,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,1,0.7254716981132076,683.75,0.4195804195804196
1602,Telangana,highway,4,106,0,high,0.006,monsoon,4,21,Night,Rain,1,2079.0,72.3,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,1,0.6820754716981132,519.75,0.4195804195804196
1603,Telangana,highway,4,106,0,high,0.006,monsoon,4,22,Night,Thunderstorm,1,1407.0,83.3,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,1,0.7858490566037736,351.75,0.4195804195804196
1604,Telangana,highway,4,106,0,high,0.006,monsoon,4,23,Night,Rain,0,2018.0,67.1,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,4,27,0,1,0.6330188679245282,504.5,0.4195804195804196
1605,Telangana,highway,4,106,0,high,0.006,monsoon,5,0,Night,Rain,0,1635.0,23.6,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,1,0.22264150943396227,408.75,0.4195804195804196
1606,Telangana,highway,4,106,0,high,0.006,monsoon,5,1,Night,Rain,0,3018.0,61.7,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,1,0.5820754716981132,754.5,0.4195804195804196
1607,Telangana,highway,4,106,0,high,0.006,monsoon,5,2,Night,Rain,0,3001.0,68.8,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,1,0.6490566037735849,750.25,0.4195804195804196
1608,Telangana,highway,4,106,0,high,0.006,monsoon,5,3,Night,Rain,0,1408.0,79.0,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,1,0.7452830188679245,352.0,0.4195804195804196
1609,Telangana,highway,4,106,0,high,0.006,monsoon,5,4,Night,Rain,0,1890.0,62.8,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,1,0.5924528301886792,472.5,0.4195804195804196
1610,Telangana,highway,4,106,0,high,0.006,monsoon,5,5,Dusk/Dawn,Rain,0,869.0,71.3,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,1,0.6726415094339623,217.25,0.4195804195804196
1611,Telangana,highway,4,106,0,high,0.006,monsoon,5,6,Day,Rain,1,2497.0,66.4,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,0,0.6264150943396227,624.25,0.4195804195804196
1612,Telangana,highway,4,106,0,high,0.006,monsoon,5,7,Day,Clear,1,2754.0,63.3,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,0,0.5971698113207546,688.5,0.4195804195804196
1613,Telangana,highway,4,106,0,high,0.006,monsoon,5,8,Day,Rain,1,3032.0,59.4,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,0,0.560377358490566,758.0,0.4195804195804196
1614,Telangana,highway,4,106,0,high,0.006,monsoon,5,9,Day,Rain,1,3078.0,58.0,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,0,0.5471698113207547,769.5,0.4195804195804196
1615,Telangana,highway,4,106,0,high,0.006,monsoon,5,10,Day,Rain,0,5535.0,68.4,0,veh_spike,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,0,0.6452830188679246,1383.75,0.4195804195804196
1616,Telangana,highway,4,106,0,high,0.006,monsoon,5,11,Day,Clear,0,1799.0,69.9,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,0,0.659433962264151,449.75,0.4195804195804196
1617,Telangana,highway,4,106,0,high,0.006,monsoon,5,12,Day,Rain,0,1952.0,67.6,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,0,0.6377358490566037,488.0,0.4195804195804196
1618,Telangana,highway,4,106,0,high,0.006,monsoon,5,13,Day,Rain,0,817.0,71.5,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,0,0.6745283018867925,204.25,0.4195804195804196
1619,Telangana,highway,4,106,0,high,0.006,monsoon,5,14,Day,Rain,0,1227.0,64.9,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,0,0.6122641509433963,306.75,0.4195804195804196
1620,Telangana,highway,4,106,0,high,0.006,monsoon,5,15,Day,Clear,0,2786.0,68.4,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,0,0.6452830188679246,696.5,0.4195804195804196
1621,Telangana,highway,4,106,0,high,0.006,monsoon,5,16,Day,Rain,0,1438.0,70.0,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,0,0.660377358490566,359.5,0.4195804195804196
1622,Telangana,highway,4,106,0,high,0.006,monsoon,5,17,Day,Rain,0,2294.0,69.7,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,0,0.6575471698113208,573.5,0.4195804195804196
1623,Telangana,highway,4,106,0,high,0.006,monsoon,5,18,Day,Rain,1,4325.0,23.6,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,0,0.22264150943396227,1081.25,0.4195804195804196
1624,Telangana,highway,4,106,0,high,0.006,monsoon,5,19,Dusk/Dawn,Rain,1,3366.0,56.1,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,0,0.529245283018868,841.5,0.4195804195804196
1625,Telangana,highway,4,106,0,high,0.006,monsoon,5,20,Night,Rain,1,5754.0,56.2,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,1,0.530188679245283,1438.5,0.4195804195804196
1626,Telangana,highway,4,106,0,high,0.006,monsoon,5,21,Night,Rain,1,3635.0,62.4,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,1,0.5886792452830188,908.75,0.4195804195804196
1627,Telangana,highway,4,106,0,high,0.006,monsoon,5,22,Night,Clear,1,2889.0,76.5,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,1,0.7216981132075472,722.25,0.4195804195804196
1628,Telangana,highway,4,106,0,high,0.006,monsoon,5,23,Night,Rain,0,655.0,23.6,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,5,27,1,1,0.22264150943396227,163.75,0.4195804195804196
1629,Telangana,highway,4,106,0,high,0.006,monsoon,6,0,Night,Rain,0,1193.0,72.4,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,6,27,1,1,0.6830188679245284,298.25,0.4195804195804196
1630,Telangana,highway,4,106,0,high,0.006,monsoon,6,1,Night,Clear,0,1081.0,86.4,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,6,27,1,1,0.8150943396226416,270.25,0.4195804195804196
1631,Telangana,highway,4,106,0,high,0.006,monsoon,6,2,Night,Clear,0,1737.0,76.6,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,6,27,1,1,0.7226415094339622,434.25,0.4195804195804196
1632,Telangana,highway,4,106,0,high,0.006,monsoon,6,3,Night,Clear,0,878.0,89.4,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,6,27,1,1,0.8433962264150944,219.5,0.4195804195804196
1633,Telangana,highway,4,106,0,high,0.006,monsoon,6,4,Night,Rain,0,1018.0,83.1,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,6,27,1,1,0.7839622641509434,254.5,0.4195804195804196
1634,Telangana,highway,4,106,0,high,0.006,monsoon,6,5,Dusk/Dawn,Rain,0,1815.0,68.3,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,6,27,1,1,0.6443396226415095,453.75,0.4195804195804196
1635,Telangana,highway,4,106,0,high,0.006,monsoon,6,6,Day,Rain,1,1717.0,60.5,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,1,7,6,27,1,0,0.5707547169811321,429.25,0.4195804195804196
1636,Telangana,highway,4,106,0,high,0.006,monsoon,6,7,Day,Rain,1,1407.0,65.8,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,6,27,1,0,0.620754716981132,351.75,0.4195804195804196
1637,Telangana,highway,4,106,0,high,0.006,monsoon,6,8,Day,Rain,1,1636.0,56.6,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,6,27,1,0,0.5339622641509434,409.0,0.4195804195804196
1638,Telangana,highway,4,106,0,high,0.006,monsoon,6,9,Day,Clear,1,2069.0,80.4,1,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,6,27,1,0,0.7584905660377359,517.25,0.4195804195804196
1639,Telangana,highway,4,106,0,high,0.006,monsoon,6,10,Day,Clear,0,2121.0,61.9,0,Unknown,Working,60.0,77.0,6.0,143.0,1.0,Unknown,0,7,6,27,1,0,0.5839622641509434,530.25,0.4195804195804196
